Name,Title,Price,Availability,Description,Size,Dispatch
Cesc Fabregas,Cesc Fabregas Official FIFA World Cup Back Signed and Framed Spain 2020-21 Home Shirt,£799.99,Out of stock,"This shirt was personally signed by Cesc Fabregas during a private signing session in Castelldefels, Spain on July 6th, 2022. The shirt comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Capture the spirit of the FIFA World Cup with this officially licensed product, exclusive to Icons.com.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Cesc Fabregas,PRE-FRAMED Cesc Fabregas Official FIFA World Cup Back Signed and Framed Spain 2020-21 Home Shirt,£799.99,Out of stock,"This shirt was personally signed by Cesc Fabregas during a private signing session in Castelldefels, Spain on July 6th, 2022. The shirt comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Capture the spirit of the FIFA World Cup with this officially licensed product, exclusive to Icons.com.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Cesc Fabregas,Cesc Fabregas Official FIFA World Cup Signed and Framed Spain Photo: 2010 Winner,£299.99,Out of stock,"This superb photograph shows legendary Spain midfielder Cesc Fabregas holding the iconic FIFA World Cup trophy aloft after Fabregas and his compatriots were crown world champions in South Africa at the 2010 FIFA World Cup. The photo was signed by Fabregas himself during a private signing session in Castelldefels outside of Barcelona on July 6th, 2022. The photo comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature on the photo is 100% genuine.",,
Cesc Fabregas,Cesc Fabregas Back Signed FC Barcelona 2011-12 Home Shirt,£249.99,Out of stock,"This shirt was personally signed by Cesc Fabregas during a private signing session in Castelldefels, Spain on July 6th, 2022. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Cesc Fabregas,Cesc Fabregas Official UEFA Champions League Back Signed and Framed FC Barcelona 2018-19 Home Shirt With Fan Style Numbers,£549.99,Out of stock,"This FC Barcelona shirt was personally signed by Cesc Fabregas during a private signing session in Spain on July 6th, 2022. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Cesc Fabregas,Cesc Fabregas Official UEFA Champions League Back Signed and Hero Framed FC Barcelona 2018-19 Home Shirt With Fan Style Numbers,£599.99,Out of stock,"This FC Barcelona shirt was personally signed by Cesc Fabregas during a private signing session in Spain on July 6th, 2022. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Cesc Fabregas,Cesc Fabregas Official UEFA Champions League Back Signed and Framed Barcelona 2011-12 Home Shirt,£549.99,Out of stock,"This shirt was personally signed by Cesc Fabregas during a private signing session in Castelldefels, Spain on July 6th, 2022. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Cesc Fabregas,Cesc Fabregas Official FC Barcelona Back Signed and Framed 2018-19 Home Shirt With Fan Style Numbers,£499.99,Out of stock,"This FC Barcelona shirt was personally signed by Cesc Fabregas during a private signing session in Spain on July 6th, 2022. The shirt comes with an official FC Barcelona Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Cesc Fabregas,Cesc Fabregas Official FC Barcelona Back Signed 2011-12 Home Shirt,£299.99,Out of stock,"This shirt was personally signed by Cesc Fabregas during a private signing session in Castelldefels, Spain on July 6th, 2022. The shirt comes with an official FC Barcelona Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Cesc Fabregas,Cesc Fabregas Official FC Barcelona Back Signed and Framed 2011-12 Home Shirt,£499.99,Out of stock,"This shirt was personally signed by Cesc Fabregas during a private signing session in Castelldefels, Spain on July 6th, 2022. The shirt comes with an official FC Barcelona Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Cesc Fabregas,Cesc Fabregas Signed UEFA Champions League Football,£199.99,Out of stock,"This UEFA Champions League football was personally signed by Cesc Fabregas during a private signing session in Castelldefels on July 6th, 2022. The football comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,Dispatch time: Usually dispatched within 2-3 working days
Cesc Fabregas,Cesc Fabregas Signed UEFA Champions League Football In Acrylic Case,£249.99,Out of stock,"This UEFA Champions League football was personally signed by Cesc Fabregas during a private signing session in Castelldefels on July 6th, 2022. The football comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 260mm (W) x 260mm (D) x 265mm (H),
Cesc Fabregas,Cesc Fabregas Official UEFA Champions League Signed Football In Acrylic Case,£299.99,Out of stock,"This UEFA Champions League football was personally signed by Cesc Fabregas during a private signing session in Castelldefels on July 6th, 2022. The football comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 260mm (W) x 260mm (D) x 265mm (H),
Cesc Fabregas,Cesc Fabregas Back Signed FC Barcelona 2011-12 Home Shirt In Classic Frame,£424.99,Out of stock,"This shirt was personally signed by Cesc Fabregas during a private signing session in Castelldefels, Spain on July 6th, 2022. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Cesc Fabregas,Cesc Fabregas Back Signed FC Barcelona 2011-12 Home Shirt In Hero Frame: Option 1,£449.99,Out of stock,"This shirt was personally signed by Cesc Fabregas during a private signing session in Castelldefels, Spain on July 6th, 2022. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Cesc Fabregas,Cesc Fabregas Signed Plaque and Photo Frame: UEFA EURO 2012 Winner,£199.99,In stock,"The plaque in this photo frame was personally signed by Cesc Fabregas during a private signing session in Castelldefels, Barcelona on July 6th, 2022. The plaque is framed below a photo of Fabregas holding the iconic Henri Delaunay trophy after he and his Spanish teammates won UEFA EURO 2012 with a resounding victory over Italy in the final. It comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,Dispatch time: Usually dispatched within 3-4 working days
